total_syn,req_size,req_type,topo_size,increment_type
15.4767194,8,order,large,TRUE
19.1277571,16,simple,large,FALSE
19.2249005,16,simple,large,TRUE
44.4578282,16,order,large,FALSE
43.1756643,16,order,large,TRUE
1.9456703,2,simple,large,FALSE
1.92135,2,simple,large,TRUE
4.2003533,2,order,large,FALSE
4.1728999,2,order,large,TRUE
4.1367162,4,simple,large,FALSE
4.1693581,4,simple,large,TRUE
5.3554789,4,order,large,FALSE
5.3855267,4,order,large,TRUE
8.3792825,8,simple,large,FALSE
8.159576,8,simple,large,TRUE
10.6789259,8,order,large,FALSE
10.6882901,8,order,large,TRUE
16.3407291,16,simple,large,FALSE
16.0118445,16,simple,large,TRUE
35.6129516,16,order,large,FALSE
35.2139497,16,order,large,TRUE
1.9009142,2,simple,large,FALSE
1.7330613,2,simple,large,TRUE
2.9531045,2,order,large,FALSE
2.8036031,2,order,large,TRUE
3.3076372,4,simple,large,FALSE
3.2218064,4,simple,large,TRUE
10.7526748,4,order,large,FALSE
10.5967464,4,order,large,TRUE
6.6424373,8,simple,large,FALSE
6.4105049,8,simple,large,TRUE
11.4479314,8,order,large,FALSE
11.524655,8,order,large,TRUE
15.7472761,16,simple,large,FALSE
15.5527872,16,simple,large,TRUE
43.956221,16,order,large,FALSE
41.1924724,16,order,large,TRUE
1.7392483,2,simple,large,FALSE
1.7202093,2,simple,large,TRUE
2.7985362,2,order,large,FALSE
2.8086809,2,order,large,TRUE
3.7679198,4,simple,large,FALSE
3.7047235,4,simple,large,TRUE
5.5641874,4,order,large,FALSE
5.5827253,4,order,large,TRUE
7.6664537,8,simple,large,FALSE
7.3634982,8,simple,large,TRUE
11.1271605,8,order,large,FALSE
11.0836091,8,order,large,TRUE
14.2090844,16,simple,large,FALSE
14.0642614,16,simple,large,TRUE
36.989173,16,order,large,FALSE
21.7383987,16,order,large,TRUE
0.5300698,2,simple,small,FALSE
0.5179637,2,simple,small,TRUE
0.5539594,2,order,small,FALSE
0.534756,2,order,small,TRUE
1.0196673,4,simple,small,FALSE
1.0012952,4,simple,small,TRUE
1.1295357,4,order,small,FALSE
1.0575597,4,order,small,TRUE
2.0349725,8,simple,small,FALSE
1.9984508,8,simple,small,TRUE
2.2196212,8,order,small,FALSE
2.1835525,8,order,small,TRUE
4.0224549,16,simple,small,FALSE
3.9472345,16,simple,small,TRUE
4.4188532,16,order,small,FALSE
4.4065716,16,order,small,TRUE
0.5088292,2,simple,small,FALSE
0.4828158,2,simple,small,TRUE
0.5578488,2,order,small,FALSE
0.5617715,2,order,small,TRUE
1.0328404,4,simple,small,FALSE
1.0096576,4,simple,small,TRUE
1.1771979,4,order,small,FALSE
1.4977587,4,order,small,TRUE
2.008425,8,simple,small,FALSE
1.9640775,8,simple,small,TRUE
2.7645024,8,order,small,FALSE
2.286493,8,order,small,TRUE
4.0679214,16,simple,small,FALSE
3.9032221,16,simple,small,TRUE
4.5688205,16,order,small,FALSE
4.4852451,16,order,small,TRUE
0.4456378,2,simple,small,FALSE
0.4495034,2,simple,small,TRUE
0.4908778,2,order,small,FALSE
0.4843451,2,order,small,TRUE
0.9659182,4,simple,small,FALSE
0.9033083,4,simple,small,TRUE
1.0011418,4,order,small,FALSE
0.9861753,4,order,small,TRUE
1.8467457,8,simple,small,FALSE
1.8606251,8,simple,small,TRUE
1.969084,8,order,small,FALSE
2.2823441,8,order,small,TRUE
3.778138,16,simple,small,FALSE
3.6932413,16,simple,small,TRUE
4.4348775,16,order,small,FALSE
3.7892773,16,order,small,TRUE
0.4350952,2,simple,small,FALSE
0.4222339,2,simple,small,TRUE
0.4725618,2,order,small,FALSE
0.4643448,2,order,small,TRUE
0.8990262,4,simple,small,FALSE
0.8944543,4,simple,small,TRUE
0.9480111,4,order,small,FALSE
0.9576704,4,order,small,TRUE
1.8364686,8,simple,small,FALSE
1.8335498,8,simple,small,TRUE
1.8884171,8,order,small,FALSE
1.8471098,8,order,small,TRUE
3.7800846,16,simple,small,FALSE
3.6882902,16,simple,small,TRUE
3.6714114,16,order,small,FALSE
3.6107433,16,order,small,TRUE
0.5035873,2,simple,small,FALSE
0.5059972,2,simple,small,TRUE
0.52591,2,order,small,FALSE
0.521221,2,order,small,TRUE
0.986199,4,simple,small,FALSE
0.9703642,4,simple,small,TRUE
1.0342815,4,order,small,FALSE
1.0177633,4,order,small,TRUE
1.9780979,8,simple,small,FALSE
1.9301537,8,simple,small,TRUE
2.537127,8,order,small,FALSE
2.07684,8,order,small,TRUE
3.8913688,16,simple,small,FALSE
3.8791775,16,simple,small,TRUE
4.128283,16,order,small,FALSE
4.0920419,16,order,small,TRUE
0.9145739,2,simple,mid,FALSE
0.8797098,2,simple,mid,TRUE
1.0480298,2,order,mid,FALSE
1.0476708,2,order,mid,TRUE
1.8592398,4,simple,mid,FALSE
1.8206471,4,simple,mid,TRUE
2.0532249,4,order,mid,FALSE
2.0424286,4,order,mid,TRUE
3.6671742,8,simple,mid,FALSE
3.6496243,8,simple,mid,TRUE
5.6237153,8,order,mid,FALSE
4.0731537,8,order,mid,TRUE
7.3462267,16,simple,mid,FALSE
7.2175662,16,simple,mid,TRUE
10.1351251,16,order,mid,FALSE
8.1186229,16,order,mid,TRUE
0.8778292,2,simple,mid,FALSE
0.86218,2,simple,mid,TRUE
0.9615854,2,order,mid,FALSE
0.9377177,2,order,mid,TRUE
1.8571717,4,simple,mid,FALSE
1.837158,4,simple,mid,TRUE
1.9375903,4,order,mid,FALSE
1.9294609,4,order,mid,TRUE
3.5628777,8,simple,mid,FALSE
3.5188453,8,simple,mid,TRUE
5.8569925,8,order,mid,FALSE
4.7553488,8,order,mid,TRUE
7.0195757,16,simple,mid,FALSE
6.8827848,16,simple,mid,TRUE
14.7343769,16,order,mid,FALSE
9.4769617,16,order,mid,TRUE
0.9007909,2,simple,mid,FALSE
0.8940435,2,simple,mid,TRUE
0.9201705,2,order,mid,FALSE
0.8906588,2,order,mid,TRUE
1.8347417,4,simple,mid,FALSE
1.7921208,4,simple,mid,TRUE
1.8832904,4,order,mid,FALSE
1.8778295,4,order,mid,TRUE
3.5707587,8,simple,mid,FALSE
3.5188145,8,simple,mid,TRUE
3.6614323,8,order,mid,FALSE
3.6852035,8,order,mid,TRUE
6.9595955,16,simple,mid,FALSE
6.8538091,16,simple,mid,TRUE
7.3826305,16,order,mid,FALSE
7.3198708,16,order,mid,TRUE
0.8835539,2,simple,mid,FALSE
0.8638307,2,simple,mid,TRUE
0.9777655,2,order,mid,FALSE
0.9405598,2,order,mid,TRUE
1.7152698,4,simple,mid,FALSE
1.6589232,4,simple,mid,TRUE
2.592621,4,order,mid,FALSE
1.8484413,4,order,mid,TRUE
3.4936327,8,simple,mid,FALSE
3.5221483,8,simple,mid,TRUE
3.7787649,8,order,mid,FALSE
3.7699215,8,order,mid,TRUE
7.1714303,16,simple,mid,FALSE
7.0239568,16,simple,mid,TRUE
9.2279056,16,order,mid,FALSE
7.6600358,16,order,mid,TRUE
0.8757298,2,simple,mid,FALSE
0.8600483,2,simple,mid,TRUE
1.8460445,2,order,mid,FALSE
1.1322093,2,order,mid,TRUE
1.8339643,4,simple,mid,FALSE
1.8087193,4,simple,mid,TRUE
2.3502009,4,order,mid,FALSE
2.3647989,4,order,mid,TRUE
3.409359,8,simple,mid,FALSE
3.3705902,8,simple,mid,TRUE
4.6603963,8,order,mid,FALSE
4.6017246,8,order,mid,TRUE
7.6060692,16,simple,mid,FALSE
7.4375265,16,simple,mid,TRUE
14.2906073,16,order,mid,FALSE
9.1446996,16,order,mid,TRUE
2.2678772,2,simple,large,FALSE
2.1783384,2,simple,large,TRUE
6.5144093,2,order,large,FALSE
5.9299033,2,order,large,TRUE
5.2768028,4,simple,large,FALSE
5.205567,4,simple,large,TRUE
11.2945897,4,order,large,FALSE
11.0765066,4,order,large,TRUE
10.0895025,8,simple,large,FALSE
10.1404738,8,simple,large,TRUE
15.7588808,8,order,large,FALSE
15.4068939,8,order,large,TRUE
19.4707331,16,simple,large,FALSE
19.2895527,16,simple,large,TRUE
58.7299423,16,order,large,FALSE
30.4136987,16,order,large,TRUE
2.0116501,2,simple,large,FALSE
1.9435686,2,simple,large,TRUE
4.2470585,2,order,large,FALSE
2.6948011,2,order,large,TRUE
4.2925434,4,simple,large,FALSE
4.0910997,4,simple,large,TRUE
5.3406232,4,order,large,FALSE
5.3563276,4,order,large,TRUE
8.4907137,8,simple,large,FALSE
8.3720774,8,simple,large,TRUE
10.7708021,8,order,large,FALSE
10.6704471,8,order,large,TRUE
16.2421017,16,simple,large,FALSE
16.008409,16,simple,large,TRUE
35.4785178,16,order,large,FALSE
28.0345195,16,order,large,TRUE
1.8436415,2,simple,large,FALSE
1.7843784,2,simple,large,TRUE
2.9525649,2,order,large,FALSE
2.9035731,2,order,large,TRUE
3.3336016,4,simple,large,FALSE
3.1812588,4,simple,large,TRUE
15.6215855,4,order,large,FALSE
12.9622354,4,order,large,TRUE
6.690706,8,simple,large,FALSE
6.4387634,8,simple,large,TRUE
11.6091419,8,order,large,FALSE
11.3304324,8,order,large,TRUE
15.7956188,16,simple,large,FALSE
15.4720569,16,simple,large,TRUE
40.9063554,16,order,large,FALSE
40.6366824,16,order,large,TRUE
1.7312262,2,simple,large,FALSE
1.7788752,2,simple,large,TRUE
2.8643,2,order,large,FALSE
2.7305161,2,order,large,TRUE
4.0740212,4,simple,large,FALSE
3.755699,4,simple,large,TRUE
5.6703833,4,order,large,FALSE
5.5376674,4,order,large,TRUE
7.5408089,8,simple,large,FALSE
7.3729122,8,simple,large,TRUE
11.1346788,8,order,large,FALSE
10.9627618,8,order,large,TRUE
14.0221948,16,simple,large,FALSE
14.1206561,16,simple,large,TRUE
21.9953881,16,order,large,FALSE
21.5956005,16,order,large,TRUE
0.5232518,2,simple,small,FALSE
0.5123212,2,simple,small,TRUE
0.5636823,2,order,small,FALSE
0.5474792,2,order,small,TRUE
1.0354399,4,simple,small,FALSE
1.0049271,4,simple,small,TRUE
1.0882996,4,order,small,FALSE
1.0647266,4,order,small,TRUE
2.0085684,8,simple,small,FALSE
1.9846846,8,simple,small,TRUE
2.1940047,8,order,small,FALSE
2.1999488,8,order,small,TRUE
4.0636117,16,simple,small,FALSE
3.922523,16,simple,small,TRUE
5.1436021,16,order,small,FALSE
4.331584,16,order,small,TRUE
0.5091113,2,simple,small,FALSE
0.464228,2,simple,small,TRUE
0.574676,2,order,small,FALSE
0.5470735,2,order,small,TRUE
1.0554639,4,simple,small,FALSE
1.0329378,4,simple,small,TRUE
1.5418943,4,order,small,FALSE
1.1658871,4,order,small,TRUE
2.073137,8,simple,small,FALSE
1.9734632,8,simple,small,TRUE
2.7876046,8,order,small,FALSE
2.2819335,8,order,small,TRUE
3.979974,16,simple,small,FALSE
3.936736,16,simple,small,TRUE
4.5132826,16,order,small,FALSE
4.4644748,16,order,small,TRUE
0.455145,2,simple,small,FALSE
0.4453072,2,simple,small,TRUE
0.4823732,2,order,small,FALSE
0.4843012,2,order,small,TRUE
0.9482028,4,simple,small,FALSE
0.9213203,4,simple,small,TRUE
0.9863104,4,order,small,FALSE
0.9544598,4,order,small,TRUE
1.850904,8,simple,small,FALSE
1.8280303,8,simple,small,TRUE
1.9457407,8,order,small,FALSE
1.9241635,8,order,small,TRUE
3.7578115,16,simple,small,FALSE
3.7350947,16,simple,small,TRUE
3.8805505,16,order,small,FALSE
3.8101595,16,order,small,TRUE
0.4205238,2,simple,small,FALSE
0.4153226,2,simple,small,TRUE
0.4762092,2,order,small,FALSE
0.4592318,2,order,small,TRUE
0.8901649,4,simple,small,FALSE
0.8903647,4,simple,small,TRUE
0.9546167,4,order,small,FALSE
0.9500857,4,order,small,TRUE
1.8576022,8,simple,small,FALSE
1.8113137,8,simple,small,TRUE
1.9014876,8,order,small,FALSE
1.8846441,8,order,small,TRUE
3.7296917,16,simple,small,FALSE
3.701278,16,simple,small,TRUE
3.7073336,16,order,small,FALSE
3.609009,16,order,small,TRUE
0.5025017,2,simple,small,FALSE
0.4809189,2,simple,small,TRUE
0.5242991,2,order,small,FALSE
0.522052,2,order,small,TRUE
1.0056669,4,simple,small,FALSE
0.9855242,4,simple,small,TRUE
1.0473625,4,order,small,FALSE
1.0019791,4,order,small,TRUE
1.9506331,8,simple,small,FALSE
1.9646804,8,simple,small,TRUE
2.114854,8,order,small,FALSE
2.068646,8,order,small,TRUE
3.9032707,16,simple,small,FALSE
3.8649578,16,simple,small,TRUE
4.0718078,16,order,small,FALSE
4.0295254,16,order,small,TRUE
0.9589527,2,simple,mid,FALSE
0.8999577,2,simple,mid,TRUE
1.0813119,2,order,mid,FALSE
0.9899154,2,order,mid,TRUE
1.8807066,4,simple,mid,FALSE
1.8162768,4,simple,mid,TRUE
2.0886663,4,order,mid,FALSE
2.0364089,4,order,mid,TRUE
3.7298589,8,simple,mid,FALSE
3.6408469,8,simple,mid,TRUE
9.6861838,8,order,mid,FALSE
6.5410944,8,order,mid,TRUE
7.325549,16,simple,mid,FALSE
7.1889992,16,simple,mid,TRUE
8.2558454,16,order,mid,FALSE
11.6663767,16,order,mid,TRUE
0.9091453,2,simple,mid,FALSE
0.875929,2,simple,mid,TRUE
1.0432856,2,order,mid,FALSE
1.0054468,2,order,mid,TRUE
1.9716124,4,simple,mid,FALSE
1.8968786,4,simple,mid,TRUE
1.9608743,4,order,mid,FALSE
1.9797756,4,order,mid,TRUE
3.623866,8,simple,mid,FALSE
3.498541,8,simple,mid,TRUE
5.886452,8,order,mid,FALSE
4.7681265,8,order,mid,TRUE
6.8821544,16,simple,mid,FALSE
6.8334795,16,simple,mid,TRUE
12.8160217,16,order,mid,FALSE
11.1497871,16,order,mid,TRUE
0.8927931,2,simple,mid,FALSE
0.9040242,2,simple,mid,TRUE
0.8936569,2,order,mid,FALSE
0.9037932,2,order,mid,TRUE
1.847804,4,simple,mid,FALSE
1.8191431,4,simple,mid,TRUE
1.8980894,4,order,mid,FALSE
1.8699044,4,order,mid,TRUE
3.6389527,8,simple,mid,FALSE
3.5490492,8,simple,mid,TRUE
3.679698,8,order,mid,FALSE
3.6687494,8,order,mid,TRUE
6.9698132,16,simple,mid,FALSE
6.9050671,16,simple,mid,TRUE
7.3783281,16,order,mid,FALSE
7.2613597,16,order,mid,TRUE
0.9050883,2,simple,mid,FALSE
0.8843915,2,simple,mid,TRUE
0.9581179,2,order,mid,FALSE
0.9624776,2,order,mid,TRUE
1.7038268,4,simple,mid,FALSE
1.7141292,4,simple,mid,TRUE
1.8857163,4,order,mid,FALSE
1.8740611,4,order,mid,TRUE
3.5774505,8,simple,mid,FALSE
3.5289408,8,simple,mid,TRUE
4.7903635,8,order,mid,FALSE
4.7272482,8,order,mid,TRUE
7.061439,16,simple,mid,FALSE
7.0553674,16,simple,mid,TRUE
9.5570526,16,order,mid,FALSE
7.5110928,16,order,mid,TRUE
0.8840795,2,simple,mid,FALSE
0.8415759,2,simple,mid,TRUE
1.8354615,2,order,mid,FALSE
1.1442182,2,order,mid,TRUE
1.8122205,4,simple,mid,FALSE
1.7552314,4,simple,mid,TRUE
2.3008781,4,order,mid,FALSE
2.3293712,4,order,mid,TRUE
3.3970565,8,simple,mid,FALSE
3.2657665,8,simple,mid,TRUE
4.668985,8,order,mid,FALSE
4.5614929,8,order,mid,TRUE
7.5638219,16,simple,mid,FALSE
7.4938706,16,simple,mid,TRUE
11.432115,16,order,mid,FALSE
9.1691333,16,order,mid,TRUE
2.2345429,2,simple,large,FALSE
2.2136699,2,simple,large,TRUE
5.8614227,2,order,large,FALSE
6.4278832,2,order,large,TRUE
5.3412623,4,simple,large,FALSE
5.3587632,4,simple,large,TRUE
11.1488406,4,order,large,FALSE
11.1447566,4,order,large,TRUE
10.2341142,8,simple,large,FALSE
10.2565605,8,simple,large,TRUE
15.7004602,8,order,large,FALSE
15.7695754,8,order,large,TRUE
19.1347112,16,simple,large,FALSE
19.0754175,16,simple,large,TRUE
56.3196118,16,order,large,FALSE
30.6134975,16,order,large,TRUE
1.9106688,2,simple,large,FALSE
1.9553038,2,simple,large,TRUE
4.2555892,2,order,large,FALSE
4.0638044,2,order,large,TRUE
4.0675925,4,simple,large,FALSE
3.9773945,4,simple,large,TRUE
5.4212086,4,order,large,FALSE
5.3800683,4,order,large,TRUE
8.5875115,8,simple,large,FALSE
8.2035609,8,simple,large,TRUE
10.6685544,8,order,large,FALSE
10.5563509,8,order,large,TRUE
16.4557127,16,simple,large,FALSE
16.2420956,16,simple,large,TRUE
35.8346514,16,order,large,FALSE
28.3658794,16,order,large,TRUE
1.8093736,2,simple,large,FALSE
1.8171232,2,simple,large,TRUE
3.1773055,2,order,large,FALSE
2.8796079,2,order,large,TRUE
3.4379441,4,simple,large,FALSE
3.2027138,4,simple,large,TRUE
15.6097405,4,order,large,FALSE
8.1685501,4,order,large,TRUE
6.7345368,8,simple,large,FALSE
6.5960908,8,simple,large,TRUE
11.6237547,8,order,large,FALSE
16.0793569,8,order,large,TRUE
15.8543158,16,simple,large,FALSE
15.7842435,16,simple,large,TRUE
43.2843517,16,order,large,FALSE
41.1238629,16,order,large,TRUE
1.8170207,2,simple,large,FALSE
1.7287267,2,simple,large,TRUE
2.7601302,2,order,large,FALSE
2.7821013,2,order,large,TRUE
3.8903123,4,simple,large,FALSE
3.8906266,4,simple,large,TRUE
5.522559,4,order,large,FALSE
5.5598093,4,order,large,TRUE
7.4717996,8,simple,large,FALSE
7.3969196,8,simple,large,TRUE
11.2111616,8,order,large,FALSE
11.1483833,8,order,large,TRUE
14.2027757,16,simple,large,FALSE
13.8158358,16,simple,large,TRUE
22.2347441,16,order,large,FALSE
21.9427159,16,order,large,TRUE
0.7712788,2,simple,small,FALSE
0.5150666,2,simple,small,TRUE
0.561469,2,order,small,FALSE
0.5454397,2,order,small,TRUE
1.0175259,4,simple,small,FALSE
0.5035573,2,simple,small,FALSE
0.3886595,2,simple,small,TRUE
0.451075,2,order,small,FALSE
0.4267956,2,order,small,TRUE
0.8167971,4,simple,small,FALSE
0.8166522,4,simple,small,TRUE
0.8702574,4,order,small,FALSE
0.8459451,4,order,small,TRUE
1.910088,8,simple,small,FALSE
2.2940786,8,simple,small,TRUE
2.4875602,8,order,small,FALSE
2.553285,8,order,small,TRUE
4.6998711,16,simple,small,FALSE
5.5200474,16,simple,small,TRUE
5.1684802,16,order,small,FALSE
5.2817218,16,order,small,TRUE
0.6344281,2,simple,small,FALSE
0.5983209,2,simple,small,TRUE
0.7564164,2,order,small,FALSE
0.7297738,2,order,small,TRUE
1.247221,4,simple,small,FALSE
1.1037541,4,simple,small,TRUE
0.5055114,2,simple,small,FALSE
0.4152813,2,simple,small,TRUE
0.4670315,2,order,small,FALSE
0.4202583,2,order,small,TRUE
0.8280318,4,simple,small,FALSE
0.8012653,4,simple,small,TRUE
0.8742181,4,order,small,FALSE
0.8621468,4,order,small,TRUE
1.7277557,8,simple,small,FALSE
1.7060482,8,simple,small,TRUE
1.8024691,8,order,small,FALSE
1.7385335,8,order,small,TRUE
3.6529113,16,simple,small,FALSE
3.913407,16,simple,small,TRUE
4.198613,16,order,small,FALSE
4.1105393,16,order,small,TRUE
0.7336076,2,simple,small,FALSE
0.5926332,2,simple,small,TRUE
0.5809251,2,order,small,FALSE
0.5409163,2,order,small,TRUE
1.0321083,4,simple,small,FALSE
0.9323278,4,simple,small,TRUE
0.0030546,2,simple,small,FALSE
6.20E-05,2,simple,small,TRUE
3.69E-05,2,order,small,FALSE
3.48E-05,2,order,small,TRUE
5.69E-05,4,simple,small,FALSE
6.89E-05,4,simple,small,TRUE
5.24E-05,4,order,small,FALSE
4.76E-05,4,order,small,TRUE
4.66E-05,8,simple,small,FALSE
4.69E-05,8,simple,small,TRUE
3.84E-05,8,order,small,FALSE
3.93E-05,8,order,small,TRUE
7.34E-05,16,simple,small,FALSE
7.49E-05,16,simple,small,TRUE
7.86E-05,16,order,small,FALSE
9.11E-05,16,order,small,TRUE
6.53E-05,2,simple,small,FALSE
6.77E-05,2,simple,small,TRUE
0.0001176,2,order,small,FALSE
6.15E-05,2,order,small,TRUE
5.14E-05,4,simple,small,FALSE
5.10E-05,4,simple,small,TRUE
3.37E-05,4,order,small,FALSE
3.69E-05,4,order,small,TRUE
3.56E-05,8,simple,small,FALSE
3.80E-05,8,simple,small,TRUE
8.04E-05,8,order,small,FALSE
7.01E-05,8,order,small,TRUE
7.88E-05,16,simple,small,FALSE
0.000108,16,simple,small,TRUE
7.68E-05,16,order,small,FALSE
8.17E-05,16,order,small,TRUE
7.37E-05,2,simple,small,FALSE
6.05E-05,2,simple,small,TRUE
4.35E-05,2,order,small,FALSE
3.93E-05,2,order,small,TRUE
3.35E-05,4,simple,small,FALSE
3.54E-05,4,simple,small,TRUE
3.19E-05,4,order,small,FALSE
3.56E-05,4,order,small,TRUE
6.84E-05,8,simple,small,FALSE
7.14E-05,8,simple,small,TRUE
0.0001502,8,order,small,FALSE
6.58E-05,8,order,small,TRUE
7.60E-05,16,simple,small,FALSE
7.70E-05,16,simple,small,TRUE
7.72E-05,16,order,small,FALSE
0.0001224,16,order,small,TRUE
6.41E-05,2,simple,small,FALSE
5.21E-05,2,simple,small,TRUE
3.59E-05,2,order,small,FALSE
3.72E-05,2,order,small,TRUE
3.02E-05,4,simple,small,FALSE
3.44E-05,4,simple,small,TRUE
3.39E-05,4,order,small,FALSE
3.98E-05,4,order,small,TRUE
3.54E-05,8,simple,small,FALSE
7.58E-05,8,simple,small,TRUE
6.10E-05,8,order,small,FALSE
8.32E-05,8,order,small,TRUE
7.63E-05,16,simple,small,FALSE
9.77E-05,16,simple,small,TRUE
7.02E-05,16,order,small,FALSE
7.50E-05,16,order,small,TRUE
6.36E-05,2,simple,small,FALSE
5.86E-05,2,simple,small,TRUE
